"id","service","cost","city","country","name","email","subscribedAtDate"
"8e06dfd666004f8c","lunch-card",250,"Darmstadt","Germany","Lucienne Bode","Lucienne.Bode@softix.com","2017-08-01"
"b83ad5d687724d19","lunch-card",250,"Darmstadt","Germany","Jolien Grothkopp","jogr@softix.de","2018-06-01"
"a9ed3e271949428d","sport-system",150,"Dresden","Germany","Ahmed Fischer","Ahmed.Fischer58@softix.com","2017-06-01"
"2334cb57bdf948f8","healthcare",200,"Darmstadt","Germany","Rayan Greithanner","Rayan_Greithanner@softix.de","2018-12-01"
"8a0048ec9be4403f","lunch-card",250,"München","Germany","Niko Simon","Niko_Simon45@softix.com","2019-07-01"
"ad2d96ce2f8c4241","lunch-card",250,"München","Germany","Mika Schreck","Mika51@softix.de","2015-10-01"
"c09b3df5a17b4efa","healthcare",200,"Dresden","Germany","Bruno Fincke","Bruno_Fincke@softix.de","2019-09-01"
"2ff05fc65c424cb0","sport-system",150,"Frankfurt am Main","Germany","Claire Knorscheidt","clkn@softix.com","2017-11-01"
"d4697e6208c64354","lunch-card",250,"Frankfurt am Main","Germany","Mila Rose","Mila_Rose92@softix.de","2018-12-01"
"4eb65471f0f44574","healthcare",200,"Frankfurt am Main","Germany","Kiara Schmalzle","kisc@softix.com","2019-05-01"
"c8b2c0ca03ea4b6b","cafeteria.io",100,"Frankfurt am Main","Germany","Giada Schwidde","gisc@softix.de","2017-08-01"
"c916fc6930164268","healthcare",200,"Frankfurt am Main","Germany","Eliah Maak","Eliah_Maak@softix.de","2018-10-01"
"a3085561376a4232","cafeteria.io",100,"München","Germany","Niko Simon","Niko_Simon45@softix.com","2016-03-01"
"a3144d2a5fb44240","sport-system",150,"München","Germany","Oke Lenfers","Oke_Lenfers37@softix.com","2018-12-01"
"213ccf442fb74cc3","sport-system",150,"München","Germany","Ashley Bogenrieder","Ashley53@softix.com","2015-10-01"
"70e8b496ff094f83","sport-system",150,"Dresden","Germany","Karl Koczulla","kako@softix.com","2019-09-01"
"c04c08ab49ad402b","sport-system",150,"Darmstadt","Germany","Damian Illing","dail@softix.com","2017-01-01"
"a1663f2859b946af","healthcare",200,"Darmstadt","Germany","Piet Dienel","Piet38@softix.de","2018-12-01"
"983441ae925443f5","cafeteria.io",100,"Frankfurt am Main","Germany","Eliah Maak","Eliah_Maak@softix.de","2017-05-01"
"64df1f294784480f","sport-system",150,"Darmstadt","Germany","Nathalie Stief","Nathalie.Stief79@softix.com","2019-05-01"
"52426edefa224ad7","healthcare",200,"Darmstadt","Germany","Leticia Gratzky","legr@softix.de","2019-04-01"
"58390d4f7b174720","sport-system",150,"Darmstadt","Germany","Enno Bahl","Enno_Bahl20@softix.de","2019-08-01"
"7528ba3c5f374ccc","sport-system",150,"Frankfurt am Main","Germany","Maddox Gast","maga@softix.com","2015-07-01"
"6f427e232a5648a5","healthcare",200,"München","Germany","Lili Pollmächer","Lili89@softix.de","2017-06-01"
"009e4900a2f54fc0","cafeteria.io",100,"München","Germany","Jerome Moeller","jemo@softix.com","2017-07-01"
"090ca668ba704baf","sport-system",150,"Darmstadt","Germany","Kaya Tasche","Kaya.Tasche23@softix.de","2018-01-01"
"984dd45135b74080","lunch-card",250,"München","Germany","Milena Donie","mido@softix.com","2018-03-01"
"fe3832a726de40bc","healthcare",200,"Dresden","Germany","Mika Farber","mifa@softix.com","2016-06-01"
"0f330724b19546a4","healthcare",200,"Darmstadt","Germany","Andrew Küsters","Andrew_Ksters@softix.de","2018-06-01"
"6bd035953c404922","lunch-card",250,"Frankfurt am Main","Germany","Giada Schwidde","gisc@softix.de","2019-06-01"
"6b6a943ddce948bd","cafeteria.io",100,"Frankfurt am Main","Germany","Richard Kufahl","Richard0@softix.de","2018-10-01"
"b317300203da4239","sport-system",150,"Darmstadt","Germany","Frieda Riepl","frri@softix.com","2017-11-01"
"f0fa19d5fdb54fc5","healthcare",200,"Darmstadt","Germany","Finnja Gerbennow","Finnja.Gerbennow62@softix.com","2016-06-01"
"c461fae70d214272","cafeteria.io",100,"Darmstadt","Germany","Maik Dreissigacker","Maik.Dreissigacker@softix.de","2018-07-01"
"3850c3a98e3f4c85","sport-system",150,"München","Germany","Francesco Hohenberger","Francesco41@softix.de","2018-10-01"
"e8412c54500a4ba5","lunch-card",250,"München","Germany","Fenja Hoffman","feho@softix.com","2016-11-01"
"e65aecff3e144d9e","cafeteria.io",100,"Dresden","Germany","Carlo Wassiluk","Carlo82@softix.de","2017-11-01"
"99ebbf97967c43c5","sport-system",150,"München","Germany","Lili Kahlmeyer","lika@softix.com","2017-03-01"
"29224d272d2f44eb","lunch-card",250,"München","Germany","Irem Niklaus","Irem.Niklaus43@softix.com","2019-01-01"
"ea9c5c38706f44c7","lunch-card",250,"Frankfurt am Main","Germany","Alana Freimuth","Alana.Freimuth@softix.com","2018-08-01"
"7d77e53b74cc42b7","cafeteria.io",100,"München","Germany","Lili Kahlmeyer","lika@softix.com","2018-03-01"
"5fc704ac08cc4d50","cafeteria.io",100,"Frankfurt am Main","Germany","Mattis Weiss","mawe@softix.de","2016-05-01"
"80da8609177846b0","healthcare",200,"Frankfurt am Main","Germany","Rocco Hartwig","Rocco37@softix.de","2019-02-01"
"7cc3fe373bae4a16","healthcare",200,"Darmstadt","Germany","Maxima Hoffman","Maxima18@softix.com","2019-05-01"
"10f6c98c06bd4176","cafeteria.io",100,"Frankfurt am Main","Germany","Robin Eggenmueller","Robin.Eggenmueller70@softix.com","2018-11-01"
"b8b28c151bcd4c08","lunch-card",250,"Frankfurt am Main","Germany","Georg Klimczak","Georg_Klimczak89@softix.com","2019-07-01"
"105ab6c18dbc4570","cafeteria.io",100,"Frankfurt am Main","Germany","Marit Krippner","Marit_Krippner2@softix.com","2019-04-01"
"86f86b08537b48a7","cafeteria.io",100,"Darmstadt","Germany","Ceyda Loska","celo@softix.com","2018-06-01"
"8fee91012f4040cc","cafeteria.io",100,"Darmstadt","Germany","Tore Panzig","Tore.Panzig@softix.de","2017-11-01"
"d15f88916a744d0b","sport-system",150,"Darmstadt","Germany","Malena Weight","mawe@softix.de","2019-06-01"
"5f55a40d12b444b3","lunch-card",250,"Darmstadt","Germany","Carina Harter","caha@softix.de","2015-03-01"
"2c18c03cafbb4697","lunch-card",250,"Frankfurt am Main","Germany","Melike Patzwahl","Melike.Patzwahl83@softix.com","2015-03-01"
"2c679a1848634be4","sport-system",150,"Darmstadt","Germany","Jil Wierig","jiwi@softix.com","2019-04-01"
"a69240567aef463b","lunch-card",250,"Darmstadt","Germany","Timothy Ranftl","tira@softix.com","2017-08-01"
"a46c86338d5e4afe","sport-system",150,"Frankfurt am Main","Germany","Vivienne Engelmann","Vivienne31@softix.de","2018-07-01"
"a491bee953c64c14","lunch-card",250,"Darmstadt","Germany","Tayler Pitschugin","Tayler_Pitschugin@softix.com","2019-06-01"
"993861a661114bf2","lunch-card",250,"Dresden","Germany","Jens Rau","jera@softix.de","2019-09-01"
"63490b84559348eb","cafeteria.io",100,"München","Germany","Amanda Astafei","Amanda22@softix.de","2017-05-01"
"4a64326eb2a04f80","sport-system",150,"München","Germany","Zoey Trampeli","Zoey_Trampeli42@softix.com","2018-02-01"
"9111665ef7194698","sport-system",150,"Dresden","Germany","Mika Huls","Mika_Huls@softix.com","2018-06-01"
"2aafd6732f1e454f","healthcare",200,"Dresden","Germany","Ilja Tafelmeier","Ilja.Tafelmeier@softix.com","2019-04-01"
"fa3af61cb9c44d88","lunch-card",250,"Frankfurt am Main","Germany","Davide Knorr","Davide.Knorr1@softix.com","2019-08-01"
"8f57a77752ed4000","cafeteria.io",100,"Dresden","Germany","Arno Wöschler","Arno_Wschler99@softix.com","2017-01-01"
"a45184111b69430b","cafeteria.io",100,"München","Germany","Kira Krebs","Kira.Krebs1@softix.de","2019-08-01"
"f42171aa1a4c4109","healthcare",200,"Darmstadt","Germany","Louise Chapron","loch@softix.de","2019-01-01"
"1705cad2145b474d","cafeteria.io",100,"Frankfurt am Main","Germany","Adriana Nwachukwu","adnw@softix.de","2017-11-01"
"7dc149ebb1494bc5","sport-system",150,"Darmstadt","Germany","Aliya Mewes","alme@softix.de","2016-12-01"
"65396ca8fe6e4179","lunch-card",250,"Darmstadt","Germany","Henrike Grothkopp","hegr@softix.com","2019-02-01"
"e092c1cba1684bb8","healthcare",200,"München","Germany","Yvonne Zeyen","yvze@softix.com","2018-10-01"
"8bca9e0545384808","sport-system",150,"München","Germany","Kaan Itt","Kaan79@softix.de","2017-12-01"
"a7e5184f23504096","healthcare",200,"Dresden","Germany","Chiara Ahlke","Chiara_Ahlke93@softix.com","2019-06-01"
"1efeb3b90c4849c7","sport-system",150,"Darmstadt","Germany","Finnja Gerbennow","Finnja.Gerbennow62@softix.com","2019-09-01"
"c472756c28844167","sport-system",150,"Dresden","Germany","Ilja Tafelmeier","Ilja.Tafelmeier@softix.com","2017-10-01"
"406b89b0a5c440fa","cafeteria.io",100,"Dresden","Germany","Karolina Lutje","kalu@softix.de","2015-06-01"
"11358b2808e149a5","sport-system",150,"Dresden","Germany","Tomke Többen","totö@softix.com","2019-07-01"
"0884a5b22d1e4ae6","lunch-card",250,"Frankfurt am Main","Germany","Marit Krippner","Marit_Krippner2@softix.com","2017-02-01"
"f4527e304b1b4ef2","healthcare",200,"München","Germany","Caitlin Gröss","Caitlin.Grss11@softix.com","2019-03-01"
"5ab35cb7d7d34da2","sport-system",150,"Frankfurt am Main","Germany","Lukas Sihler","lusi@softix.de","2019-01-01"
"0df69a9581084a6f","sport-system",150,"Dresden","Germany","Joey Wieser","jowi@softix.de","2015-03-01"
"5b79bf286d984339","lunch-card",250,"München","Germany","Alessia Chapron","Alessia.Chapron71@softix.de","2019-02-01"
"2c4ec08570c849ad","healthcare",200,"Darmstadt","Germany","Kaya Tasche","Kaya.Tasche23@softix.de","2018-02-01"
"383c3c44600d4482","cafeteria.io",100,"München","Germany","Lisa Heberstreit","lihe@softix.com","2019-07-01"
"4759ad8e90644601","cafeteria.io",100,"Dresden","Germany","Joeline Ranz","Joeline_Ranz60@softix.com","2016-01-01"
"a8724dbda01b4d3a","healthcare",200,"München","Germany","Lia Porsche","Lia_Porsche@softix.com","2016-12-01"
"f5dd57f01a6a4851","healthcare",200,"Frankfurt am Main","Germany","Alana Freimuth","Alana.Freimuth@softix.com","2018-06-01"
"86b61fb4865142f8","healthcare",200,"München","Germany","Marius Holl","maho@softix.de","2017-02-01"
"0d8f9bc3d4af4cb1","cafeteria.io",100,"München","Germany","Mehmet Hönig","Mehmet_Hnig@softix.com","2018-02-01"
"2dccd42a60c2409e","lunch-card",250,"Dresden","Germany","Jayson Büchele","Jayson.Bchele@softix.com","2018-09-01"
"9d3cff019b3b4fc7","sport-system",150,"Dresden","Germany","Taha Harter","Taha.Harter97@softix.com","2017-10-01"
"ff59e4a39de34030","sport-system",150,"Darmstadt","Germany","Louise Chapron","loch@softix.de","2019-03-01"
"8160082dc62e4fac","healthcare",200,"Dresden","Germany","Joeline Ranz","Joeline_Ranz60@softix.com","2016-05-01"
"7163cf557fc14a63","sport-system",150,"Darmstadt","Germany","Frederike Riermeier","Frederike_Riermeier39@softix.com","2019-02-01"
"602fba00bcc84466","healthcare",200,"Darmstadt","Germany","Timothy Ranftl","tira@softix.com","2018-11-01"
"48811c3101d045f9","cafeteria.io",100,"Dresden","Germany","Domenic Betz","dobe@softix.com","2019-07-01"
"5a7cac10145f4dae","lunch-card",250,"Frankfurt am Main","Germany","Jamie Morgenstern","jamo@softix.com","2017-07-01"
"2af163aca9564239","cafeteria.io",100,"Darmstadt","Germany","Maxima Knorr","Maxima.Knorr73@softix.de","2016-11-01"
"fef5775d801643d8","lunch-card",250,"München","Germany","Jermaine Esser","Jermaine35@softix.com","2019-06-01"
"8dfaebe0df5f4d95","sport-system",150,"Dresden","Germany","Mustafa Förster","Mustafa_Frster@softix.de","2018-05-01"
"3b7db4a1ed9d4350","lunch-card",250,"Dresden","Germany","Joey Wieser","jowi@softix.de","2019-07-01"
"32abc62cb1a541db","cafeteria.io",100,"Darmstadt","Germany","Kaja Sladek","Kaja_Sladek@softix.com","2018-12-01"
"719416a55d0a4fcd","sport-system",150,"Frankfurt am Main","Germany","Laila Peters","lape@softix.com","2019-05-01"
"abe6ed886bf24d88","sport-system",150,"Frankfurt am Main","Germany","Melike Patzwahl","Melike.Patzwahl83@softix.com","2016-06-01"
"ab513842948b4423","healthcare",200,"Frankfurt am Main","Germany","Sammy Caspers","saca@softix.com","2019-09-01"
"bbafa68552544b64","sport-system",150,"Frankfurt am Main","Germany","Lee Schwerdtner","Lee12@softix.com","2018-09-01"
"917b0cbad7974814","healthcare",200,"München","Germany","Mehmet Hönig","Mehmet_Hnig@softix.com","2019-03-01"
"90ef0f473e5a4dc5","healthcare",200,"München","Germany","Mohammad Bogenrieder","Mohammad47@softix.com","2018-12-01"
"de58110d1d4344a2","healthcare",200,"Dresden","Germany","Max Wickert","mawi@softix.com","2017-08-01"
"392765d9ab5a47c4","sport-system",150,"Frankfurt am Main","Germany","Rocco Hartwig","Rocco37@softix.de","2017-08-01"
"454ffb67254945e6","healthcare",200,"München","Germany","Mattes Piesker","mapi@softix.com","2018-02-01"
"6dfc17c0c3bb4754","cafeteria.io",100,"Darmstadt","Germany","Piet Dienel","Piet38@softix.de","2019-03-01"
"adbef064c9364d9b","sport-system",150,"Darmstadt","Germany","Carina Harter","caha@softix.de","2018-10-01"
"f0c8e1fba0984c96","lunch-card",250,"München","Germany","Valeria Kustermann","vaku@softix.de","2017-09-01"
"5ed4c5b6f22b403d","sport-system",150,"Frankfurt am Main","Germany","Marit Krippner","Marit_Krippner2@softix.com","2017-07-01"
"266a23b6b56c4ad3","sport-system",150,"München","Germany","Aurelia Ritz","Aurelia_Ritz61@softix.com","2017-09-01"
"1e7b99f940944c10","sport-system",150,"Darmstadt","Germany","Michel Brandenburg","Michel72@softix.de","2019-04-01"
"11ebf9bcac2a4987","healthcare",200,"Frankfurt am Main","Germany","Aurora Barr","Aurora89@softix.com","2019-03-01"
"286398b93c2945e6","healthcare",200,"Darmstadt","Germany","Etienne Dörner","Etienne7@softix.de","2017-11-01"
"c8fa63d391494f58","sport-system",150,"Dresden","Germany","Chiara Ahlke","Chiara_Ahlke93@softix.com","2019-08-01"
"e1eb336aad6b45fd","healthcare",200,"Frankfurt am Main","Germany","Timon Suthe","tisu@softix.de","2019-01-01"
"965325f50b854c7f","sport-system",150,"Darmstadt","Germany","Tore Panzig","Tore.Panzig@softix.de","2019-09-01"
"087c1e3cb8bf44f4","sport-system",150,"München","Germany","Mika Schreck","Mika51@softix.de","2016-10-01"
"e446b4052afd43d0","lunch-card",250,"Dresden","Germany","Tomke Többen","totö@softix.com","2017-12-01"
"90ccd274294a4450","healthcare",200,"Darmstadt","Germany","Danilo Leiter","dale@softix.com","2018-10-01"
"2beb0368660043e6","lunch-card",250,"München","Germany","Valeria Brandenburg","Valeria_Brandenburg83@softix.de","2019-06-01"
"10425719382d4829","cafeteria.io",100,"München","Germany","Sahra Honz","saho@softix.de","2017-11-01"
"333b458d16c7454a","healthcare",200,"Frankfurt am Main","Germany","Hamza Bedewitz","Hamza47@softix.de","2019-05-01"
"3cea61b8dbac4ee4","healthcare",200,"Dresden","Germany","Janosch Helm","Janosch_Helm69@softix.com","2019-05-01"
"34fe77c0b7a948fd","lunch-card",250,"Dresden","Germany","Max Wickert","mawi@softix.com","2018-11-01"
"2353fa3065de4ebb","cafeteria.io",100,"Frankfurt am Main","Germany","Mehmet Eplinius","meep@softix.com","2016-01-01"
"23780291685c45cf","cafeteria.io",100,"Darmstadt","Germany","Bela Krodinger","bekr@softix.com","2019-01-01"
"38b124f1067a4e2b","sport-system",150,"Frankfurt am Main","Germany","Heidi Fink","Heidi.Fink@softix.com","2015-02-01"
"44de3aef20e14488","sport-system",150,"Darmstadt","Germany","Nila Liebold","nili@softix.com","2015-06-01"
"a3ec92977a104378","cafeteria.io",100,"Darmstadt","Germany","Damian Illing","dail@softix.com","2018-05-01"
"2d80cc007fbe4146","sport-system",150,"Frankfurt am Main","Germany","Hamza Bedewitz","Hamza47@softix.de","2019-03-01"
"dccd82bd10294719","lunch-card",250,"Darmstadt","Germany","Rayan Greithanner","Rayan_Greithanner@softix.de","2019-04-01"
"f19ebd2d064d4f89","healthcare",200,"Darmstadt","Germany","Jannes Wiegelmann","Jannes34@softix.de","2019-04-01"
"1ccbea17c0334a3c","sport-system",150,"Darmstadt","Germany","Lucienne Bode","Lucienne.Bode@softix.com","2016-01-01"
"0e11edff139e47a8","cafeteria.io",100,"Dresden","Germany","Till Rosbach","Till.Rosbach1@softix.de","2018-03-01"
"051ac2803cdb4277","lunch-card",250,"Darmstadt","Germany","Danilo Leiter","dale@softix.com","2018-03-01"
"226f1f0ad0f8414e","lunch-card",250,"Dresden","Germany","Domenic Betz","dobe@softix.com","2018-03-01"
"50ebbb316cce492e","sport-system",150,"München","Germany","Immanuel Verzi","imve@softix.com","2016-10-01"
